state,title,description,tag1,tag2,tag3,tag4,tag5,tag6,Category,gender,caste,ministry,disabilityPercentage,BPL,eligibility,gov_emp,emp_status,student,occupation,appMode,docReq,FAQs,benefits,DBT,benefit_type,marital_status,differently_abled
Bihar,Bihar State Journalist Insurance Scheme,"The Bihar State Journalist Insurance Scheme, 2014, is launched by the Information & Public Relations Department, Government of Bihar. It aims to provide financial benefits & facilities under a group mediclaim & personal accident insurance scheme to working media representatives in the state of Bihar",Journalist,Mediclaim,Accident,Media,,,bank,all,GEN,all,0,any,"Applicable for individuals working in unorganized sectors such as farming, fishing, or small-scale industries; Applicants must fall within the specified age group mentioned in the scheme guidelines; A valid identity card, income proof, and proof of occupation must be submitted; Applicants must not be covered under another government-funded pension or insurance scheme; In case of disability insurance, a government-certified disability certificate is mandatory.",any,selfEmp,no,Any,online,Caste Certificate,,2014,no,cash,any,no
Ministry Of Textiles,Bima Yojana - Direct Benefit to Artisan,"Launched on 15th August 2022, the scheme ""Bima Yojana - Direct Benefit to Artisan (BYDBTA)"" is a Social Welfare Scheme by the Ministry of Textiles, Government of India.",Artisans,Insurance,Handicrafts,Financial Assistance,,,bank,all,GEN,Finance,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,no,Unemployed,offline,Aadhaar Card; Voter ID; Income Certificate; Bank Passbook; Caste Certificate,,2022,no,both,single,no
Ministry Of Home Affairs,Central Assistance For One Time Settlement Of Displaced Families From PoK And Chhamb Under Prime Minister's Development Package,"A relief and rehabilitation scheme by the Ministry of Home Affairs provides central assistance to the displaced families from PoK And Chhamb and settled in the state of Jammu & Kashmir. The amount of Central Assistance of Rs. 5,49,692/- per family will be distributed through Direct Benefit Transfer.",Rehabilitation,Displaced,Business,Farming,Jammu,,bank,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,selfEmp,no,Entrepreneur,online,Aadhaar Card; Voter ID; Income Certificate,,5000,no,both,married,no
Ministry of Education,AICTE SHORT TERM TRAINING PROGRAMME-SFURTI SCHEME,Short Term Training Programme-SFURTI Program aims to provide financial assistance from AICTE to the institutions for conducting faculty and student trainings to enable faculty members and students in the field of technical education.,Trainings,Financial Assistance,AICTE,,,,education,all,GEN,all,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,yes,Student,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate; School/College ID; Previous Year Marks Card; Caste Certificate,,1000,yes,cash,single,no
Madhya Pradesh,Pre-Matric Scholarship for Backward Class Students,"The scheme ""Pre-Matric Scholarship for Backward Class Students"" aims to provide financial assistance to backward class students studying at the pre-matriculation level in India. Monthly scholarships of varying amounts are provided to eligible students.",Financial Assistance,Backward Class,Student,Education,School,,education,all,OBC,all,0,yes,"Eligible students must be enrolled in a recognized school, college, or vocational training institute; Minimum academic performance criteria may apply, as specified in the scheme; Proof of enrollment and income certificate of parents/guardians are mandatory; Students receiving another scholarship for the same academic year are not eligible; Preference will be given to students from economically weaker sections and first-generation learners.",no,any,yes,Student,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate; School/College ID; Previous Year Marks Card; Caste Certificate,,1000,yes,cash,single,no
Chhattisgarh,Safai Karmakaar Ke Putr/Putri Hetu Vishesh Coaching Yojana,"Chhattisgarh State Government started a scheme ""Safai Karmakaar Ke Putr/Putri Hetu Vishesh Coaching Yojana"" for unorganized worker on 28 April 2012.",Education,Coaching,,,,,education,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,any,yes,Student,offline,School/College ID; Previous Year Marks Card,,2012,yes,both,any,no
Tripura,"""SUPER 30"" Scheme","""Super 30"" was launched by the Directorate of Secondary Education, Tripura. The scheme aims to provide free coaching for JEE/ NEET to the students who are appearing in the class 10th Board Final Exam and want to pursue Science Stream in Class 11th & 12th with the aspiration to crack JEE/NEET.",School,Student,Education,Coaching,JEE,,education,all,GEN,all,0,any,"Eligible students must be enrolled in a recognized school, college, or vocational training institute; Minimum academic performance criteria may apply, as specified in the scheme; Proof of enrollment and income certificate of parents/guardians are mandatory; Students receiving another scholarship for the same academic year are not eligible; Preference will be given to students from economically weaker sections and first-generation learners.",any,any,yes,Student,onlineViaCSC,School/College ID; Previous Year Marks Card; Caste Certificate,,10000,yes,inkind,single,no
Ministry of Education,AICTE - Distinguished Chair Professor Fellowship,"A Fellowship Scheme by AICTE, MoE. The Distinguished Chair Professor Fellowship intends to utilize the expertise of highly qualified and experienced superannuated professionals who have made an unparalleled, exceptional professional contribution to society in their respective fields/disciplines.",Fellowship,,,,,,education,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,any,yes,Student,offline,School/College ID; Previous Year Marks Card,,5000,yes,inkind,single,no
Ministry of Education,AICTE - Grant For Augmenting Infrastructure In North Eastern Region,"The scheme ""AICTE - Grant for Augmenting Infrastructure in North Eastern Region (GAINER)"" was introduced by AICTE to enhance the functional efficiency of the technical institutes located in far-flung areas of North East India, by addressing deficiencies in water, electricity, and internet.",Grant,Infrastructure,,,,,education,all,GEN,all,0,any,"Applicants must be homeless individuals, slum dwellers, or those residing in kutcha houses as per government records; Proof of residence, income certificate, and land ownership or allotment documents are required; Only families with an annual income below the prescribed limit will be considered; Applicants should not own a pucca house anywhere in the country; Beneficiaries of previous government housing schemes are not eligible.",any,any,yes,Student,onlineViaCSC,School/College ID; Previous Year Marks Card; Caste Certificate,,5000,yes,inkind,any,no
Ministry of Education,AICTE - Research Promotion Scheme (RPS),"The scheme ""AICTE - Research Promotion Scheme (RPS)"" was introduced by the All India Council for Technical Education (AICTE), Department of Higher Education (DoHE) in order to promote research in identified thrust areas of technical education. The maximum limit of funding is ₹ 25,00,000.",Research,,,,,,education,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,any,yes,Student,online,School/College ID; Previous Year Marks Card,,10000,no,inkind,married,no
Ministry of Education,"AICTE - Scheme For Promoting Interests, Creativity And Ethics Among Students","AICTE-SPICES scheme provides financial support to institutions for developing students' clubs for the well-rounded development of students by promoting their interests, creativity, and ethics. This club should serve as a model for other clubs in the institution and also those in other institutions.",Student,Institution,,,,,education,all,GEN,all,0,any,"Eligible students must be enrolled in a recognized school, college, or vocational training institute; Minimum academic performance criteria may apply, as specified in the scheme; Proof of enrollment and income certificate of parents/guardians are mandatory; Students receiving another scholarship for the same academic year are not eligible; Preference will be given to students from economically weaker sections and first-generation learners.",any,any,yes,Student,offline,School/College ID; Previous Year Marks Card; Caste Certificate,,5000,yes,cash,single,no
Ministry of Education,"AICTE - YOUTH UNDERTAKING VISIT FOR ACQUIRING KNOWLEDGE (YUVAK): STUDY TOUR OF ATAL TUNNEL, HIMACHAL PRADESH","The scheme is intended for providing Financial Grant for conducting a Study Tour of ATAL TUNNEL
by Students / faculty of AICTE approved Institutions in the field of technical education.",Study Tour Of Atal Tunnel,Financial Gran,,,,,education,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,any,yes,Student,offline,School/College ID; Previous Year Marks Card; Caste Certificate,,10000,no,inkind,any,no
Ministry of Education,AICTE e-Shodh Sindhu Scheme (eSS),"AICTE e-Shodh Sindhu Scheme (eSS) provides subscriptions of e-Resources like Web of Science, Scopus,
ASME, ASCE and Bentham Science to institutions.",Subscriptions Of E-Resources,Web Of Science,Scopus,ASME,ASCE,,education,all,GEN,Science,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,any,yes,Student,online,School/College ID; Previous Year Marks Card; Caste Certificate,,5000,yes,cash,any,no
Ministry of Education,AICTE – Mitacs Globalink Research Internship (GRI) Scheme,"AICTE, on 23rd February 2018, entered into a Memorandum of Understanding with Mathematics of Information Technology and Computer Systems (MITACS) Canada for AICTE – MITACS Globalink Research Internships (GRI) Program to foster cross-border partnerships.",Internship,Research,,,,,education,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,any,yes,Student,offline,School/College ID; Previous Year Marks Card,,2018,no,both,any,no
Ministry of Education,AICTE – Saksham Scholarship Scheme For Specially-Abled Student (Degree),"Saksham is a Scholarship Scheme by the Ministry of Education, implemented by AICTE, aimed at providing encouragement and support to specially-abled children to pursue technical education. This is an attempt to give every young specially-abled student the opportunity to study further.",Scholarship,PwD,,,,,education,all,GEN,all,0,any,"Eligible students must be enrolled in a recognized school, college, or vocational training institute; Minimum academic performance criteria may apply, as specified in the scheme; Proof of enrollment and income certificate of parents/guardians are mandatory; Students receiving another scholarship for the same academic year are not eligible; Preference will be given to students from economically weaker sections and first-generation learners.",any,any,yes,Student,offline,School/College ID; Previous Year Marks Card; Caste Certificate,,10000,yes,cash,single,no
Ministry of Education,AICTE – Saksham Scholarship Scheme For Specially-Abled Student (Diploma),"Saksham is a Scholarship Scheme by the Ministry of Education, implemented by AICTE, aimed at providing encouragement and support to specially-abled children to pursue technical education. This is an attempt to give every young specially-abled student the opportunity to study further.",Scholarship,PwD,,,,,education,all,GEN,all,0,any,"Eligible students must be enrolled in a recognized school, college, or vocational training institute; Minimum academic performance criteria may apply, as specified in the scheme; Proof of enrollment and income certificate of parents/guardians are mandatory; Students receiving another scholarship for the same academic year are not eligible; Preference will be given to students from economically weaker sections and first-generation learners.",any,any,yes,Student,offline,School/College ID; Previous Year Marks Card; Caste Certificate,,10000,yes,both,any,no
Ministry of Education,AICTE- TECHNICAL UNIVERSITY JOINT TRAINING PROGRAMS FOR TEACHERS,AICTE- Technical University Joint Training Programs for Teachers has been launched to train faculty members to prepare them for being successful in a knowledge society.,Training,Faculty,Technical Education,Learning,,,education,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,any,yes,Student,offline,School/College ID; Previous Year Marks Card,,15000,yes,cash,married,no
Ministry of Education,AICTE- Technical University Joint Training Programs for Librarians,"AICTE- Technical University Joint Training Programs for Librarians, aims to provide financial assistance in conducting training to librarians to prepare them for being successful and effective in a knowledge society.",Training,Librarians,Technical University,,,,education,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,any,yes,Student,online,School/College ID; Previous Year Marks Card,,1000,yes,cash,single,no
Ministry of Education,"AICTE-IDEA (Idea Development, Evaluation & Application) LAB SCHEME","Through Idea Lab Scheme, AICTE will be setting up Idea Labs in AICTE approved institutions to encourage students for application of science, technology engineering and mathematics (STEM) fundamentals towards enhanced hands-on experience, learning by doing and even product visualization.",Infrastructure,Lab,Financial Support,Engineering College And University,,,education,all,GEN,all,0,any,"Applicants must be homeless individuals, slum dwellers, or those residing in kutcha houses as per government records; Proof of residence, income certificate, and land ownership or allotment documents are required; Only families with an annual income below the prescribed limit will be considered; Applicants should not own a pucca house anywhere in the country; Beneficiaries of previous government housing schemes are not eligible.",any,any,yes,Student,online,School/College ID; Previous Year Marks Card; Caste Certificate,,5000,no,cash,any,no
Ministry of Education,AICTE-INAE Distinguished Visiting Professorship Scheme,All India Council for Technical Education (AICTE) and Indian National Academy of Engineering (INAE) distinguished visiting Professor scheme envisages promotion of industry-institute interaction.,Fellowship,Distinguished Engineers,Engineer Scientists,Technologists,Visiting Professorship,,education,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,any,yes,Student,offline,School/College ID; Previous Year Marks Card; Caste Certificate,,10000,no,inkind,single,no
Ministry of Education,AICTE-INAE Travel Grant Scheme For Engineering Students From AICTE Approved Engineering College/Institution,"A Travel Grant Scheme by the All India Council for Technical Education (AICTE) and by the Indian National Academy of Engineering (INAE), for the students from AICTE approved Engineering College/institutions. The scheme aims at enhancing the quality of engineering education in the country.",Travel,Grant,Student,,,,education,all,GEN,all,0,any,"Eligible students must be enrolled in a recognized school, college, or vocational training institute; Minimum academic performance criteria may apply, as specified in the scheme; Proof of enrollment and income certificate of parents/guardians are mandatory; Students receiving another scholarship for the same academic year are not eligible; Preference will be given to students from economically weaker sections and first-generation learners.",any,any,yes,Student,onlineViaCSC,School/College ID; Previous Year Marks Card; Caste Certificate,,10000,no,inkind,single,no
Ministry of Education,AICTE-ISTE INDUCTION/REFRESHER PROGRAMME SCHEME,AICTE-ISTE Induction/ Refresher Programme provide financial assistance to AICTE approved institutions/universities in conducting training for the teaching faculties working in technical institutions.,Training,Technical Education,Pedagogical Skills,Skill Development,AICTE,,education,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,selfEmp,yes,Student,offline,School/College ID; Previous Year Marks Card,,1000,no,cash,any,no
Ministry of Education,AICTE-Margdarshan scheme,Margdarshan Initiative has been introduced by All India Council for Technical Education in 2018 for facilitating the technical institutes in order to improve the quality of technical education as a whole through accreditation by providing access to the facilities available in host institute.,Technical Education,Grant-in-aid,Mentor Institute,Mentee Beneficiary Institutes,,,education,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,any,yes,Student,online,School/College ID; Previous Year Marks Card; Caste Certificate,,2018,yes,both,any,no
Rajasthan,Nirman Shramik Jeevan va Bhavishya Suraksha Yojana,"The scheme ""Nirman Shramik Jeevan va Bhavishya Suraksha Yojana"" aims to provide financial security and social protection through insurance and pension benefits to registered construction workers and their families. Benefits under various flagship schemes are provided.",Medical,Insurance,Health,Labor,Premium,Construction,health,all,GEN,Finance,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,yes,Worker,offline,Bank Passbook,,1000,no,cash,any,no
Ministry Of Defence,AFFDF-Financial Assistance For Treatment Of Serious Diseases To Non Pensioner Ex-Servicemen (All Ranks)/Widows,"A scheme to provide financial assistance to a non-pensioner Ex-Servicemen of all ranks and widows to meet medical expenses related to treatment of approved serious diseases like cancer, renal failure, knee replacement and heart surgery.",Ex-Servicemen,Widow Of Ex-Servicemen,Serious Disease Treatment,,,,health,all,GEN,Health,0,any,"Applicable for individuals working in unorganized sectors such as farming, fishing, or small-scale industries; Applicants must fall within the specified age group mentioned in the scheme guidelines; A valid identity card, income proof, and proof of occupation must be submitted; Applicants must not be covered under another government-funded pension or insurance scheme; In case of disability insurance, a government-certified disability certificate is mandatory.",yes,any,no,Healthcare,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate,,1000,yes,both,single,no
Karnataka,Accident Assistance (K.B.O.C.W.W.B),"The ""Accident Assistance'' by the BOCW Welfare Board, Department of Labour, Karnataka, is a welfare scheme that aims to provide compensation of a certain amount both from the employer and the Board.",Labour,Building Worker,Construction Worker,Accident,Disability,Death Benefit,health,all,GEN,Health,67,any,"Only individuals with a certified disability (40% or above) issued by a government medical board are eligible; Applicants must provide disability documents along with proof of residence; Income restrictions may apply depending on the scheme type; The scheme may offer financial aid, assistive devices, or vocational training for disabled individuals; Those already receiving disability pensions or benefits from another government program may not qualify.",yes,emp,no,Worker,onlineViaCSC,Disability Certificate; Caste Certificate,,5000,yes,both,married,yes
Andaman and Nicobar Islands,Andaman & Nicobar Islands Scheme for Health Insurance,The Health Insurance (ANISHI) shall provide cashless treatment upto Rupees 5 Lakhs per patients per illness which include indoor and outdoor treatments.,ANISHI,Health,Insurance,Cashless Treatment,Patient,,health,all,GEN,Finance,0,any,"Applicable for individuals working in unorganized sectors such as farming, fishing, or small-scale industries; Applicants must fall within the specified age group mentioned in the scheme guidelines; A valid identity card, income proof, and proof of occupation must be submitted; Applicants must not be covered under another government-funded pension or insurance scheme; In case of disability insurance, a government-certified disability certificate is mandatory.",any,any,no,Healthcare,online,Bank Passbook,,5000,no,both,any,no
Puducherry,Aravanaippu Illam,"The scheme “Aravanaippu Illam"" was launched by the Department of Social Welfare, Government of Puducherry. The objective of this scheme is to take care of persons who are lacking basic needs & proper care in society, and to maintain them in a safe living condition.",Disability,Food,Shelter,Medical,Clothes,,health,all,GEN,Health,29,any,"Only individuals with a certified disability (40% or above) issued by a government medical board are eligible; Applicants must provide disability documents along with proof of residence; Income restrictions may apply depending on the scheme type; The scheme may offer financial aid, assistive devices, or vocational training for disabled individuals; Those already receiving disability pensions or benefits from another government program may not qualify.",no,emp,yes,Healthcare,online,Disability Certificate; Ration Card,,5000,yes,inkind,any,yes
Telangana,Arogya Lakshmi,"ArogyaLaxmi is a program launched by the government of Telangana, a state in southern India, aimed at improving maternal and child health in the state. The program is designed to provide financial assistance to pregnant women and lactating mothers from economically weaker sections of society.",Arogya Lakshmi,Pregnat Women,Lactating Women,Children,Anganwadi Centers,,health,all,GEN,Health,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,yes,Healthcare,online,Aadhaar Card; Voter ID; Income Certificate,,1000,no,cash,married,no
Chhattisgarh,Asangathit Karmakaar Mrtyu Evan Divyaang Sahaayata Yojana,"Chhattisgarh State Government started a scheme ""Asangathit Karmakaar Mrtyu Evan Divyaang Sahaayata Yojana "" for unorganized worker on 09 December 2019.",Financial Assistance,Family Benefits,Empowerment,,,,health,all,GEN,Health,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,yes,Unemployed,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate,,2019,yes,both,married,no
Chhattisgarh,Asangathit Karmakar Gambhir Bimari Chikitsa Sahayata Yojana,"Chhattisgarh State Government started a scheme ""Asangathit Karmakar Gambhir Bimari Chikitsa Sahayata Yojana"" for unorganized worker on 28 April 2012.",Medical Treatment,Financial Assistance,Serious Illness,,,,health,all,GEN,Health,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,no,Unemployed,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate,,2012,no,both,single,no
Chhattisgarh,Asangathit Karmakar Prasuti Sahayata Yojana,"Chhattisgarh State Government started a scheme ""Asangathit Karmakar Prasuti Sahayata Yojana"" for unorganized worker on 10 April 2018.",Financial Assistance,Delivery Assistance,Empowerment,,,,health,all,GEN,Health,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,yes,Unemployed,offline,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate,,2018,yes,inkind,single,no
Assam,Assam Arogya Nidhi Scheme,The scheme “Assam Arogya Nidhi Scheme” is a yearly Financial Assistance Scheme provided as reimbursement to members of families whose yearly income is less than ₹5.00 lakhs for treatment of serious diseases including accident cases.,Hospital,Treatment,Accidental Case,Diseases,Financial Assistance,,health,all,GEN,Health,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,no,Unemployed,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate,,1000,yes,cash,single,no
Tamil Nadu,Assistance For Delivery / Miscarriage Of Pregnancy / Termination Of Pregnancy To Female Differently Abled Person,"The Government of Tamil Nadu introduced ""Assistance for Delivery/Miscarriage of Pregnancy/Termination of Pregnancy to Female Differently Abled Person.",Female,Delivery,Miscarriage,Pregnancy,Differently Abled Person,,health,all,GEN,Health,34,any,"Only individuals with a certified disability (40% or above) issued by a government medical board are eligible; Applicants must provide disability documents along with proof of residence; Income restrictions may apply depending on the scheme type; The scheme may offer financial aid, assistive devices, or vocational training for disabled individuals; Those already receiving disability pensions or benefits from another government program may not qualify.",any,emp,yes,Healthcare,offline,Disability Certificate; Caste Certificate,,5000,no,both,single,yes
Karnataka,Assistance For Major Ailments (Karmika Chikitsa Bhagya) (K.B.O.C.W.W.B),"The ""Assistance For Major Ailments (Karmika Chikitsa Bhagya)'' by the BOCW Welfare Board, Department of Labour, Karnataka, is a welfare scheme that provides financial support to registered construction workers and their dependents for medical expenses related to specified major ailments.",Labour,Building Worker,Construction Worker,Ailments,Medical Assistance,,health,all,GEN,Health,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,emp,no,Worker,offline,Aadhaar Card; Voter ID; Caste Certificate,,5000,no,cash,single,no
Chandigarh,Assistance For Purchase of Aids/Appliances,"The ""Assistance for Purchase of Aids/Appliances"" scheme is to provide support to individuals with disabilities by facilitating access to assistive devices and appliances.",Disability,Aids Appliances,Financial Assistance,Handicapped,,,health,all,GEN,Health,42,yes,"Only individuals with a certified disability (40% or above) issued by a government medical board are eligible; Applicants must provide disability documents along with proof of residence; Income restrictions may apply depending on the scheme type; The scheme may offer financial aid, assistive devices, or vocational training for disabled individuals; Those already receiving disability pensions or benefits from another government program may not qualify.",no,any,no,Unemployed,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate; Disability Certificate; Caste Certificate,,5000,yes,cash,any,yes
Gujarat,Assistance Scheme for Occupational Diseases (GBOCWWB),The “Assistance Scheme for Occupational Diseases” has been implemented by the Gujarat Building and Other Construction Worker’s Welfare Board (GBOCWWB) to provide financial assistance to registered construction workers for 15 types of occupational diseases and 23 types of serious injuries.,Occupational Diseases,Injuries,Construction Worker,Building Worker,Labour,Financial Assistance,health,all,GEN,Health,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",yes,emp,no,Worker,offline,Caste Certificate,,1000,yes,cash,married,no
Kerala,Aswasakiranam,"Aswasakiranam Scheme envisages assisting the caregivers of physically and mentally disabled bedridden patients, who are their family members or relatives. All those who have been providing caregiving service to patients since 02/08/10 will be paid monthly assistance with retrospective effect.",Mentally Disabled,Financial Assistance,Physically Disabled,Money Assistance,,,health,all,GEN,Health,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,yes,Unemployed,online,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate,,5000,yes,inkind,single,no
Ministry Of Housing & Urban Affairs,Atal Mission For Rejuvenation And Urban Transformation,"Providing basic services (e.g. water supply, sewerage, urban transport) to households and building amenities in cities which will improve the quality of life for all, especially the poor and the disadvantaged is a national priority.",Basic Services,Parks,Green Space,Urban Transport,Non-Motorized,Sewerage,health,all,GEN,Health,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,emp,yes,Healthcare,online,Domicile Certificate,,5000,no,both,any,no
Gujarat,Atal Sneh Yojana,"Gujarat Chief Minister Shri Vijay Rupani here today announced the Atal ‘Screening of Newborn for Enhancement of Health’ (SNEH) Yojna to be started in the state from the former Prime Minister Atal Behari Vajpayee’s birthday on December 25, 2016.",Atal Sneh,Newborn Child,Health,Gujarat,,,health,all,GEN,Health,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,emp,yes,Healthcare,online,Aadhaar Card; Voter ID; Income Certificate,,2016,yes,inkind,single,no
Ministry Of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,"AB PM-JAY is a health insurance scheme for low-income families in rural and urban areas. The scheme aims to provide affordable healthcare facilities to the Poor. It is the largest health assurance scheme in the world which aims at providing a health cover of ₹5,00,000/- per family per year.",Health,Insurance,,,,,health,all,GEN,Finance,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,any,no,Healthcare,onlineViaCSC,Bank Passbook,,5000,no,both,single,no
Gujarat,Bal Sakha Yojana,"Under this scheme, all babies born to BPL mothers in the State (approximately 3,00,000 births per annum) will be covered for neonatal care by partnering pediatricians, including care in their Neonatal Intensive Care Unit (level 2 ) at no cost to the beneficiary.",Bal Sakha,Child Protection,Child Health,Primary Healthcare Services,National Health Mission,,health,all,GEN,Health,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,emp,yes,Healthcare,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate,,5000,no,inkind,single,no
Ministry of Women and Child Development,Beti Bachao Beti Padhao,"In 2015, the Indian government introduced the Beti Bachao, Beti Padhao (BBBP) scheme to address concerns about gender discrimination and women empowerment in the country. The name Beti Bachao, Beti Padhao translates to ‘Save the girl child, educate the girl child’.",Girl Child,,,,,,health,all,GEN,Health,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,selfEmp,yes,Healthcare,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate,,2015,no,both,single,no
Jharkhand,Abua Awas Yojana,"The Abua Awas Yojana aims to provide pucca houses to 8,00,000 homeless families in three phases. Each house will feature three rooms and a kitchen, covering an area of 31 square meters.",Construction,Housing,Rural Development,Financial Assistance,,,houseShelter,all,GEN,Rural Development,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,no,Unemployed,offline,Aadhaar Card; Voter ID; Income Certificate; Domicile Certificate; Caste Certificate,,5000,yes,both,single,no
Tamil Nadu,Adi Dravidar and Tribal Welfare Department-Hostels: Special Guides,The scheme provides hostel facilities to all boys and girls boarders studying up to XII Standard.,Tribal Welfare,Adi Dravidar,Students,Hostels,Education,Accommodation,houseShelter,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,any,yes,Student,online,Aadhaar Card; Voter ID; School/College ID; Previous Year Marks Card; Caste Certificate,,5000,yes,inkind,any,no
Goa,Advance for Purchase or Construction of House (GBOCWWB),"""Advance for Purchase or Construction of House"" is a Welfare Scheme by the Goa Building and Other Construction Workers Welfare Board, Dept of Labour and Employment, Goa. The worker registered with the Board is sanctioned financial assistance of upto ₹50,000 for the purchase/construction of a house.",House,Construction,Financial Assistance,Labour,Worker,,houseShelter,all,GEN,all,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,emp,no,Worker,offline,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate,,1000,yes,inkind,single,no
West Bengal,Akanksha Housing Scheme,"Akanksha Housing Scheme was launched by the Housing Department, Government of West Bengal on 28/02/2014 to provide housing to the serving State Government employees.",Housing,West Bengal,State Government Employees,,,,houseShelter,all,GEN,all,0,any,"Applicants must be homeless individuals, slum dwellers, or those residing in kutcha houses as per government records; Proof of residence, income certificate, and land ownership or allotment documents are required; Only families with an annual income below the prescribed limit will be considered; Applicants should not own a pucca house anywhere in the country; Beneficiaries of previous government housing schemes are not eligible.",any,selfEmp,no,Government Employee,offline,Domicile Certificate; Caste Certificate,,2014,yes,cash,single,no
